"","Provider.ID","Hospital.Name","Total.Performance.Score","Measure.Name","Measure.ID","Mortality.Rate"
"1223",250043,"NESHOBA COUNTY GENERAL HOSPITAL",57.3333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1224",260050,"SSM HEALTH ST FRANCIS HOSPITAL - MARYVILLE",53.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1225",260191,"BARNES-JEWISH ST PETERS HOSPITAL",48.25,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1226",300017,"PARKLAND MEDICAL CENTER",35.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1227",340028,"CAPE FEAR VALLEY MEDICAL CENTER",41.381,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1228",360011,"MARION GENERAL HOSPITAL",39.6429,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1229",370229,"ALLIANCEHEALTH SEMINOLE",32.3333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1230",390006,"GEISINGER MEDICAL CENTER",26.5476,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1231",390096,"ST JOSEPH MEDICAL CENTER",25.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1232",420033,"GHS GREER MEMORIAL HOSPITAL",64.375,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1233",440030,"MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION",36.9286,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1234",440161,"TRISTAR CENTENNIAL MEDICAL CENTER",31.2262,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1235",450508,"MEMORIAL HOSPITAL",26.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1236",460013,"MOUNTAIN VIEW HOSPITAL",35.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1237",490013,"SENTARA HALIFAX REGIONAL HOSPITAL",49.7083,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1238",490141,"SPOTSYLVANIA REGIONAL MEDICAL CENTER",24.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1239",500008,"UNIVERSITY OF WASHINGTON MEDICAL CTR",39.5238,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1240",500084,"EVERGREEN HEALTH MONROE",31.3333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1241",500088,"VALLEY MEDICAL CENTER",47.0119,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1242",500152,"SWEDISH ISSAQUAH",36.625,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1243",520066,"MERCY HEALTH SYSTEM CORP",41.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1244",10062,"WIREGRASS MEDICAL CENTER",23.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1245",30006,"TUCSON MEDICAL CENTER",20.8214,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1246",30036,"CHANDLER REGIONAL MEDICAL CENTER",26.9286,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1247",30122,"BANNER GATEWAY MEDICAL CENTER",36.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1248",50060,"COMMUNITY REGIONAL MEDICAL CENTER",21.6786,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1249",50334,"SALINAS VALLEY MEMORIAL HOSPITAL",25.6786,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1250",50376,"LAC/HARBOR-UCLA MED CENTER",25.6786,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1251",50481,"WEST HILLS HOSPITAL & MEDICAL CENTER",33.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1252",60014,"PRESBYTERIAN ST LUKES MEDICAL CENTER",31.4881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1253",90008,"UNITED MEDICAL CENTER",24.4524,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1254",100084,"LEESBURG REGIONAL MEDICAL CENTER",16.7738,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1255",100220,"GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM",28.119,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1256",100258,"DELRAY MEDICAL CENTER",23.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1257",140275,"GENESIS HEALTH SYSTEM",32.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1258",150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER",54.625,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1259",150125,"COMMUNITY HOSPITAL",36.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1260",180036,"OUR LADY OF BELLEFONTE HOSPITAL",42.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1261",180040,"JEWISH HOSPITAL & ST MARY'S HEALTHCARE",26.25,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1262",230236,"METRO HEALTH HOSPITAL",31.3571,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1263",260214,"BELTON REGIONAL MEDICAL CENTER",28.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1264",270032,"NORTHERN MONTANA HOSPITAL",47.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1265",310034,"RIVERVIEW MEDICAL CENTER",37.5357,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1266",310047,"SHORE MEDICAL CENTER",36.1905,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1267",310074,"JERSEY CITY MEDICAL CENTER",37.5119,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1268",330006,"ST JOSEPH'S MEDICAL CENTER",29.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1269",330103,"OLEAN GENERAL HOSPITAL",30.5476,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1270",330215,"ROME MEMORIAL HOSPITAL, INC",36.9583,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1271",340145,"CAROLINAS HEALTHCARE SYSTEM LINCOLN",48.25,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1272",340183,"NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER",36.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.6
"1273",360098,"LAKE HEALTH",42.881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1274",360125,"ASHTABULA COUNTY MEDICAL CENTER",39.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1275",360203,"SOUTHEASTERN OHIO REGIONAL MEDICAL CENTER",48.8095,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1276",370215,"OKLAHOMA HEART HOSPITAL, LLC",55.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1277",380051,"SALEM HOSPITAL",39.2143,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1278",390110,"CONEMAUGH MEMORIAL MEDICAL CENTER",28.5952,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1279",390157,"OHIO VALLEY GENERAL HOSPITAL",33.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1280",390168,"BUTLER MEMORIAL HOSPITAL",25.7619,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1281",390237,"REGIONAL HOSPITAL OF SCRANTON",23.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1282",430015,"AVERA ST MARY'S HOSPITAL",64,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1283",450002,"THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS",17.5238,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1284",450011,"ST JOSEPH REGIONAL HEALTH CENTER",26.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1285",450403,"MEDICAL CENTER OF MCKINNEY",34.381,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1286",450484,"WOODLAND HEIGHTS MEDICAL CENTER",36.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1287",460026,"SEVIER VALLEY HOSPITAL",30.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1288",490007,"SENTARA NORFOLK GENERAL HOSPITAL",32.5119,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1289",490053,"JOHNSTON MEMORIAL HOSPITAL",36.9881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1290",490066,"SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER",66.5952,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1291",490122,"INOVA MOUNT VERNON HOSPITAL",45.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1292",510030,"DAVIS MEDICAL CENTER",55.5417,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1293",530006,"SHERIDAN MEMORIAL HOSPITAL",36.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1294",10100,"THOMAS HOSPITAL",46.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1295",30033,"BANNER PAYSON MEDICAL CENTER",57.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1296",50245,"ARROWHEAD REGIONAL MEDICAL CENTER",27.0357,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1297",50327,"LOMA LINDA UNIVERSITY MEDICAL CENTER",25.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1298",50360,"MARIN GENERAL HOSPITAL",29.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1299",50551,"LOS ALAMITOS MEDICAL CENTER",27.6548,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1300",70003,"DAY KIMBALL HOSPITAL",35.3333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1301",90011,"MEDSTAR WASHINGTON HOSPITAL CENTER",20.881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1302",100006,"ORLANDO HEALTH",26.4286,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1303",100047,"BAYFRONT HEALTH PUNTA GORDA",20.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1304",100106,"DOCTOR'S MEMORIAL HOSPITAL INC",20.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1305",100137,"HEART OF FLORIDA REGIONAL MEDICAL CENTER",21.2857,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1306",100179,"MEMORIAL HOSPITAL JACKSONVILLE",34.6786,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1307",100267,"ENGLEWOOD COMMUNITY HOSPITAL",37.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1308",110030,"CARTERSVILLE MEDICAL CENTER",37.119,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1309",110041,"HABERSHAM COUNTY MEDICAL CTR",32.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1310",140187,"HSHS ST ELIZABETH'S HOSPITAL",43.881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1311",150009,"CLARK MEMORIAL HOSPITAL",24.2738,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1312",160110,"ALLEN HOSPITAL",40.4286,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1313",170145,"COFFEYVILLE REGIONAL MEDICAL CENTER",32.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1314",180012,"HARDIN MEMORIAL HOSPITAL",43.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1315",180045,"ST ELIZABETH FLORENCE",37.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1316",180143,"SAINT JOSEPH EAST",36.619,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1317",190044,"ACADIA GENERAL HOSPITAL",38.25,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1318",230241,"ST JOHN RIVER DISTRICT HOSPITAL",45.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1319",260070,"PEMISCOT COUNTY MEMORIAL HOSPITAL",37.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1320",260077,"ST ANTHONY'S MEDICAL CENTER",33.1071,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1321",260081,"SSM HEALTH ST CLARE HOSPITAL - FENTON",40.7619,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1322",260142,"FITZGIBBON HOSPITAL",51.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1323",280111,"COLUMBUS COMMUNITY HOSPITAL",35.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1324",310086,"KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV",36.1905,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1325",310119,"UNIVERSITY HOSPITAL",25.1905,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1326",320063,"CARLSBAD MEDICAL CENTER",44.125,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.7
"1327",330208,"ST JOHN'S RIVERSIDE HOSPITAL",42.2976,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1328",330226,"UNITY HOSPITAL OF ROCHESTER",43.4286,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1329",330229,"BROOKS MEMORIAL HOSPITAL",36.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1330",340017,"MARGARET R PARDEE MEMORIAL HOSPITAL",36.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1331",340120,"VIDANT DUPLIN HOSPITAL",69,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1332",350002,"CHI ST ALEXIUS HEALTH",45.631,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1333",360054,"HOLZER MEDICAL CENTER",39.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1334",360081,"MERCY ST CHARLES HOSPITAL",39.3929,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1335",360086,"SPRINGFIELD REGIONAL MEDICAL CENTER",35.4524,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1336",370029,"ALLIANCEHEALTH CLINTON",59.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1337",380007,"LEGACY EMANUEL MEDICAL CENTER",18.3571,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1338",390032,"ALLEGHENY VALLEY HOSPITAL",19.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1339",390050,"ALLEGHENY GENERAL HOSPITAL",16.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1340",390061,"LANCASTER REGIONAL MEDICAL CENTER",36.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1341",390062,"NASON HOSPITAL",40.3333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1342",390138,"WAYNESBORO HOSPITAL",59.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1343",420083,"MARY BLACK HEALTH SYSTEM SPARTANBURG",28.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1344",420086,"PALMETTO HEALTH BAPTIST",25.5119,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1345",430005,"PRAIRIE LAKES HOSPITAL",40.9583,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1346",430048,"REGIONAL HEALTH SPEARFISH HOSPITAL",58.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1347",440194,"TRISTAR HENDERSONVILLE MEDICAL CENTER",28.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1348",450236,"CHRISTUS MOTHER FRANCES HOSPITAL SULPHUR SPRINGS",20.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1349",450424,"HOUSTON METHODIST SAN JACINTO HOSPITAL",26.2143,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1350",450539,"COVENANT HOSPITAL PLAINVIEW",40.75,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1351",450654,"STARR COUNTY MEMORIAL HOSPITAL",51.1111,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1352",450690,"UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER",45.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1353",450833,"ENNIS REGIONAL MEDICAL CENTER",37,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1354",450876,"LUBBOCK HEART HOSPITAL LP",44.7083,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1355",490017,"BON SECOURS MARYVIEW MEDICAL CENTER",36.8452,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1356",490038,"SMYTH COUNTY COMMUNITY HOSPITAL",52.1111,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1357",500119,"MULTICARE VALLEY HOSPITAL",27,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1358",510007,"ST MARY'S MEDICAL CENTER",35.381,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1359",520098,"UNIVERSITY OF WI HOSPITALS & CLINICS AUTHORITY",41.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1360",530012,"WYOMING MEDICAL CENTER",30.0476,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1361",10090,"PROVIDENCE HOSPITAL",23.619,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1362",10112,"BRYAN W. WHITFIELD MEMORIAL HOSPITAL",6,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1363",30043,"CANYON VISTA MEDICAL CENTER",27.4048,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1364",50043,"ALTA BATES SUMMIT MEDICAL CENTER",30.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1365",50108,"SUTTER MEDICAL CENTER, SACRAMENTO",30.4286,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1366",50329,"CORONA REGIONAL MEDICAL CENTER",27.619,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1367",60113,"CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL",26.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1368",100054,"TWIN CITIES HOSPITAL",56.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1369",100125,"HOMESTEAD HOSPITAL",34.0476,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1370",100299,"LAKEWOOD RANCH MEDICAL CENTER",34.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1371",110198,"WELLSTAR NORTH FULTON HOSPITAL",19.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1372",140127,"ADVOCATE BROMENN MEDICAL CENTER",46.3095,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1373",150076,"SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH",39.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1374",150169,"COMMUNITY HOSPITAL NORTH",19.1786,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1375",160124,"LAKES REGIONAL HEALTHCARE",56,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1376",180044,"PIKEVILLE MEDICAL CENTER",38.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1377",180069,"TUG VALLEY ARH REGIONAL MEDICAL CENTER",58.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1378",180078,"PAUL B HALL REGIONAL MEDICAL CENTER",57.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1379",190050,"BEAUREGARD MEMORIAL HOSPITAL",48.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1380",190099,"AVOYELLES HOSPITAL",22.3333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1381",220024,"HOLYOKE MEDICAL CENTER",46.9167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1382",220111,"GOOD SAMARITAN MEDICAL CENTER",38.881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1383",230002,"ST MARY MERCY HOSPITAL",37.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.8
"1384",230151,"BEAUMONT HOSPITAL - FARMINGTON HILLS",39.4643,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1385",230273,"DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER",25.3333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1386",240001,"NORTH MEMORIAL MEDICAL CENTER",35.7619,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1387",240064,"GRAND ITASCA CLINIC AND HOSPITAL",58.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1388",260190,"LEE'S SUMMIT MEDICAL CENTER",48.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1389",270023,"COMMUNITY MEDICAL CENTER",45.0833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1390",310064,"ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS",37.7976,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1391",320016,"GILA REGIONAL MEDICAL CENTER",66.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1392",330065,"NIAGARA FALLS MEMORIAL MEDICAL CENTER",28.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1393",330203,"CROUSE HOSPITAL",27.9881,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1394",330232,"ST MARY'S HOSPITAL ( TROY )",8.7778,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1395",330245,"ST ELIZABETH MEDICAL CENTER",15.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1396",330276,"NATHAN LITTAUER HOSPITAL",49.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1397",340042,"ONSLOW MEMORIAL HOSPITAL",42.2619,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1398",340159,"PERSON MEMORIAL HOSPITAL",40,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1399",360066,"ST RITA'S MEDICAL CENTER",44.1786,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1400",360092,"MEMORIAL HOSPITAL",41.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1401",360179,"BETHESDA NORTH",22.6548,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1402",370034,"MCALESTER REGIONAL HEALTH CENTER AUTHORITY",31.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1403",390063,"UPMC HAMOT",20.6548,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1404",390114,"MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM",40.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1405",390231,"ABINGTON MEMORIAL HOSPITAL",31.8333,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1406",390263,"LEHIGH VALLEY HOSPITAL - MUHLENBERG",35.5833,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1407",410007,"RHODE ISLAND HOSPITAL",22.5,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1408",420004,"MUSC MEDICAL CENTER",31.4048,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1409",440148,"SAINT THOMAS DEKALB HOSPITAL",28,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1410",450144,"PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO",86.6667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1411",450271,"WISE REGIONAL HEALTH SYSTEM",21.2143,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1412",450885,"BAYLOR SCOTT AND WHITE MEDICAL CENTER CENTENNIAL",32.1667,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1413",500030,"ST JOSEPH MEDICAL CENTER",28.869,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1414",500053,"KENNEWICK GENERAL HOSPITAL",34.369,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1415",520019,"ASCENSION ST MARYS HOSPITAL",61.125,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1416",520091,"HOWARD YOUNG MEDICAL CTR",64.4167,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
"1417",520136,"WHEATON FRANCISCAN - ST JOSEPH",31.3095,"Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN",15.9
